"iso3","id","airpolDirectQuestion","question","Perceptions","Behavior","Policy","Health","Priority","Inclusion","surveyedCountries","source","surveyTheme","year","repeatedMeasure","countries","Economy","Region.x","Income.group","Lending.category","Region.y","pm25Avg"
"AUT",135,"Yes","There are different ways to reduce harmful emissions to air. In order to reduce these problems 
have you done any of the following in the last two years",0,1,0,0,0,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"AUT",141,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - public authorities",0,0,1,0,1,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"AUT",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"AUT",148,"Yes","Do you believe that the existing EU air quality standards are adequate or not",0,0,1,0,0,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"AUT",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"AUT",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"AUT",138,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - farmers",0,0,0,0,1,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"AUT",118,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"AUT",119,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"AUT",136,"Yes","In your opinion, which of the following would be the most effective ways of tackling air-related 
problems? ( MAX 3 ANSWERS)",0,0,1,0,0,1,"Austria","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Austria","Austria","Europe & Central Asia","High income","","Austria",10.6
"BEL",171,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Belgium","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",117,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,0,1,"Belgium","Eurobarometer 97.2","air pollution","2022","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",135,"Yes","There are different ways to reduce harmful emissions to air. In order to reduce these problems 
have you done any of the following in the last two years",0,1,0,0,0,1,"Belgium","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",106,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Belgium","Eurobarometer 97.2","air pollution","2022","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",160,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Belgium","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",170,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Belgium","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Belgium","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",139,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - energy producers",0,0,0,0,1,1,"Belgium","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",95,"Yes","Which statement comes closer to your own views, even if neither is exactly right? We should reduce air pollution even if it means slower economic growth, Air pollution is the price we have to pay for continued economic growth",0,0,0,0,1,1,"Belgium","Pew Global Attitudes & Trends: Spring 2021 Survey","governance","2021","2020; 2016","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",161,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Belgium","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",159,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Belgium","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",174,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,1,0,"Belgium","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",132,"Yes","And then?",1,0,0,0,0,1,"Belgium","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",136,"Yes","In your opinion, which of the following would be the most effective ways of tackling air-related 
problems? ( MAX 3 ANSWERS)",0,0,1,0,0,1,"Belgium","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",107,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Belgium","Eurobarometer 97.2","air pollution","2022","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",141,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - public authorities",0,0,1,0,1,1,"Belgium","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",126,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Agriculture – emissions from farms, fertilizers and burning of agricultural waste",1,0,0,0,0,1,"Belgium","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
"BEL",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Belgium","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Belgium","Belgium","Europe & Central Asia","High income","","Belgium",10.6
